State,Facility Name,Facility ID,Unit ID,Associated Stacks,Year,Operating Time Count,Sum of the Operating Time,Gross Load (MWh),Steam Load (1000 lb),SO2 Mass (short tons),SO2 Rate (lbs/mmBtu),CO2 Mass (short tons),CO2 Rate (short tons/mmBtu),NOx Mass (short tons),NOx Rate (lbs/mmBtu),Heat Input (mmBtu),Primary Fuel Type,Secondary Fuel Type,Unit Type,SO2 Controls,NOx Controls,PM Controls,Hg Controls,Program Code
KY,Trimble County,6071,1,,2022,8206,8197.7,3812766.51,,2068.383,0.1198,3494867.233,0.103,1137.479,0.0676,34063033.76,Coal,Diesel Oil,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Closed-coupled OFA|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,Trimble County,6071,1,,2023,7962,7956.19,3591531.33,,1555.354,0.0958,3275101.484,0.103,1046.031,0.0659,31921022.38,Coal,Diesel Oil,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Closed-coupled OFA|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Trimble County,6071,1,,2024,8372,8362.3,3832844.21,,2347.486,0.1354,3516173.575,0.103,1276.386,0.0794,34270672.4,Coal,Diesel Oil,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Closed-coupled OFA|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Trimble County,6071,1,,2025,7721,7710.52,3758563.95,,2619.708,0.1547,3400681.598,0.103,1187.586,0.0721,33145031.11,Coal,Diesel Oil,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Closed-coupled OFA|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Trimble County,6071,1,,2026,1416,1414.81,677331.95,,497.77,0.1818,624924.348,0.1029,224.363,0.0748,6090862.122,Coal,Diesel Oil,Tangentially-fired,Wet Limestone,Low NOx Burner Technology w/ Closed-coupled OFA|Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Trimble County,6071,10,,2022,3557,3413.43,452699.9,,1.494,0.001,295963.359,0.059,82.788,0.0356,4980153.375,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
KY,Trimble County,6071,10,,2023,583,518.23,76267.22,,0.243,0.001,48138.837,0.059,13.843,0.0422,810010.084,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Trimble County,6071,10,,2024,1166,1093.63,162682.08,,0.518,0.001,102648.805,0.059,31.465,0.0411,1727280.183,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Trimble County,6071,10,,2025,609,585.88,67521.27,,0.234,0.001,46305.025,0.059,12.688,0.0353,779162.049,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Trimble County,6071,10,,2026,635,612,79811.51,,0.268,0.001,52993.593,0.059,15.965,0.0388,891720.088,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Trimble County,6071,2,"MS-2A, MS-2B",2022,7655,7648.81,5274842.02,,1436.388,0.068,4693267.287,0.105,766.804,0.0359,44748949.56,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet ESP|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,Trimble County,6071,2,"MS-2A, MS-2B",2023,7159,7146.88,4614178.25,,1275.692,0.064,4099943.863,0.105,764.838,0.041,39091737.55,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet ESP|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Trimble County,6071,2,"MS-2A, MS-2B",2024,6731,6716.2,4324896.21,,1206.165,0.0832,3854095.999,0.105,788.876,0.0457,36747606.15,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet ESP|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Trimble County,6071,2,"MS-2A, MS-2B",2025,7064,7052.96,4808516.33,,1494.03,0.0738,4250979.56,0.105,777.4,0.0404,40531842.77,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet ESP|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Trimble County,6071,2,"MS-2A, MS-2B",2026,3645,3640.83,2525368.88,,608.006,0.0585,2219138.37,0.105,426.406,0.0431,21158817.41,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Selective Catalytic Reduction,Baghouse|Electrostatic Precipitator|Wet ESP|Wet Scrubber,Additives to Enhance PAC and Existing Equipment Performance|Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Trimble County,6071,5,,2022,2194,2082.18,286565.18,,0.956,0.001,189405.852,0.059,52.278,0.0362,3187123.851,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
KY,Trimble County,6071,5,,2023,260,231.85,33190.51,,0.109,0.001,21567.287,0.059,7.674,0.0533,362918.747,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Trimble County,6071,5,,2024,1256,1206.87,182708.99,,0.59,0.001,116896.687,0.059,37.41,0.0419,1967013.929,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Trimble County,6071,5,,2025,1969,1896.95,212852.34,,0.762,0.001,151008.727,0.059,42.099,0.0363,2541026.928,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Trimble County,6071,5,,2026,1691,1644.26,234548.85,,0.775,0.001,153598.459,0.059,49.349,0.0407,2584592.198,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Trimble County,6071,6,,2022,1824,1727.28,224465.3,,0.769,0.001,152299.699,0.059,41.408,0.0352,2562733.989,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
KY,Trimble County,6071,6,,2023,1012,921.51,134578.61,,0.441,0.001,87405.699,0.059,24.742,0.0404,1470757.035,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Trimble County,6071,6,,2024,1323,1239.44,185841.25,,0.607,0.001,120137.254,0.059,36.976,0.0413,2021533.023,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Trimble County,6071,6,,2025,1055,985.21,117169.76,,0.413,0.001,81868.819,0.059,22.562,0.0373,1377598.382,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Trimble County,6071,6,,2026,674,643.34,90964.97,,0.304,0.001,60293.388,0.059,19.276,0.0416,1014563.877,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Trimble County,6071,7,,2022,3635,3508.97,449956.05,,1.587,0.001,314398.61,0.059,91.674,0.0386,5290574.968,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
KY,Trimble County,6071,7,,2023,796,744.27,105344.31,,0.342,0.001,67701.325,0.059,19.921,0.0454,1139230.015,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Trimble County,6071,7,,2024,3579,3531.9,531391.75,,1.696,0.001,336033.07,0.059,95.03,0.0361,5654402.812,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Trimble County,6071,7,,2025,2898,2835.57,309055.87,,1.103,0.001,218424.929,0.059,59.516,0.0361,3675402.83,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Trimble County,6071,7,,2026,1770,1733.66,241082.56,,0.795,0.001,157568.219,0.059,46.847,0.0398,2651379.476,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Trimble County,6071,8,,2022,1892,1788.41,243109.03,,0.816,0.001,161564.1,0.059,47.669,0.0387,2718642.559,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
KY,Trimble County,6071,8,,2023,248,219.17,34376.05,,0.11,0.001,21878.074,0.059,5.899,0.044,368128.059,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Trimble County,6071,8,,2024,615,566.79,77513.37,,0.259,0.001,51290.834,0.059,16.289,0.0452,863070.201,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Trimble County,6071,8,,2025,640,592.26,69779.23,,0.245,0.001,48585.632,0.059,14.852,0.0431,817529.926,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Trimble County,6071,8,,2026,997,951.92,133500.11,,0.44,0.001,87179.607,0.059,25.565,0.038,1466957.468,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Trimble County,6071,9,,2022,2728,2598.84,343594.23,,1.152,0.001,228137.733,0.059,65.698,0.0364,3838871.155,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
KY,Trimble County,6071,9,,2023,333,290.79,41753.62,,0.135,0.001,26818.828,0.059,7.836,0.0448,451268.916,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Trimble County,6071,9,,2024,2859,2797.39,423167.99,,1.352,0.001,267849.191,0.059,80.144,0.0374,4507064.827,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Trimble County,6071,9,,2025,2599,2506.89,273796.85,,0.98,0.001,194165.448,0.059,54.167,0.0361,3267216.31,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Trimble County,6071,9,,2026,1611,1581.04,209036.51,,0.7,0.001,138621.66,0.059,40.993,0.0366,2332584.553,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,R D Green,6639,G1,,2022,3705,3660.63,567828.28,,693.476,0.1961,499285.574,0.0793,405.582,0.1271,5957820.052,"Coal, Pipeline Natural Gas",,Dry bottom wall-fired boiler,"Wet Lime FGD (Retired May 18, 2022)","Low NOx Burner Technology (Dry Bottom only) (Retired May 18, 2022)","Electrostatic Precipitator (Retired May 18, 2022)",,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,R D Green,6639,G1,,2023,1484,1464.4,164753.75,,0.498,0.001,98617.107,0.059,65.404,0.0711,1659452.91,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,R D Green,6639,G1,,2024,3619,3579.88,450835.03,,1.426,0.001,282426.655,0.059,196.716,0.0761,4752329.862,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,R D Green,6639,G1,,2025,2908,2878.78,316376.79,,0.991,0.001,196254.399,0.0585,138.323,0.0796,3302518.164,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,R D Green,6639,G1,,2026,826,811.27,71404.23,,0.269,0.001,53302.99,0.0591,38.897,0.0743,896894.225,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,R D Green,6639,G2,,2022,2658,2602.35,328155.01,,286.452,0.1349,293246.288,0.0738,320.815,0.1476,3851952.12,"Coal, Pipeline Natural Gas",,Dry bottom wall-fired boiler,"Wet Lime FGD (Retired Mar 31, 2022)","Low NOx Burner Technology (Dry Bottom only) (Retired Mar 31, 2022)","Electrostatic Precipitator (Retired Mar 31, 2022)",,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,R D Green,6639,G2,,2023,353,339.43,31656.37,,0.098,0.001,19378.254,0.0576,14.069,0.0685,326083.624,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,R D Green,6639,G2,,2024,3151,3109.9,345943.53,,1.132,0.001,224169.051,0.0594,169.302,0.0801,3772057.267,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,R D Green,6639,G2,,2025,3766,3740.14,517865.31,,1.757,0.001,348092.219,0.0591,251.136,0.0852,5857350.134,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,R D Green,6639,G2,,2026,799,789.71,89844.54,,0.321,0.001,63600.718,0.0591,46.626,0.077,1070192.173,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,D B Wilson,6823,W1,,2022,6636,6604.15,2606338.22,,6403.831,0.4309,2923594.029,0.103,2006.848,0.143,28495077.84,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Selective Catalytic Reduction|Low NOx Burner Technology (Dry Bottom only),Electrostatic Precipitator,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
KY,D B Wilson,6823,W1,,2023,8113,8090.36,3150842.05,,3108.553,0.1808,3523880.676,0.103,2328.918,0.1359,34345825.5,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Selective Catalytic Reduction|Low NOx Burner Technology (Dry Bottom only),Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,D B Wilson,6823,W1,,2024,7027,7009.97,2732023.93,,3017.389,0.201,2952000.564,0.103,1985.637,0.1342,28771911.05,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Selective Catalytic Reduction|Low NOx Burner Technology (Dry Bottom only),Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,D B Wilson,6823,W1,,2025,6982,6949.58,2578370.7,,4478.516,0.3,2887362.167,0.103,2233.745,0.1554,28141974.92,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Selective Catalytic Reduction|Low NOx Burner Technology (Dry Bottom only),Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,D B Wilson,6823,W1,,2026,2387,2366.26,690412.8,,682.887,0.1651,837569.731,0.1029,1022.946,0.2258,8163438.746,Coal,,Dry bottom wall-fired boiler,Wet Limestone,Selective Catalytic Reduction|Low NOx Burner Technology (Dry Bottom only),Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
KY,Bluegrass Generating Station,55164,GTG1,,2022,778,705.84,102674.15,,0.353,0.001,69899.866,0.0605,30.396,0.0569,1150119.354,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
KY,Bluegrass Generating Station,55164,GTG1,,2023,143,118.73,14784.51,,0.053,0.001,10384.971,0.0598,5.892,0.0761,173277.52,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Bluegrass Generating Station,55164,GTG1,,2024,548,469.84,56380.31,,0.198,0.001,39515.374,0.0591,22.93,0.0723,664504.198,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Bluegrass Generating Station,55164,GTG1,,2025,815,717,91047.06,,0.316,0.001,62826.894,0.0592,37.591,0.0729,1055063.159,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Bluegrass Generating Station,55164,GTG1,,2026,342,314.29,47110.3,,0.158,0.001,31276.3,0.0597,20.592,0.0814,522218.247,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Bluegrass Generating Station,55164,GTG2,,2022,742,668.35,97607.99,,0.335,0.001,65879.266,0.0604,30.968,0.0623,1084706.658,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
KY,Bluegrass Generating Station,55164,GTG2,,2023,105,83.19,11057.99,,0.039,0.001,7609.332,0.0598,4.346,0.0814,127441.601,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Bluegrass Generating Station,55164,GTG2,,2024,205,165.54,18793.98,,0.067,0.001,13383.925,0.0599,7.424,0.0739,224401.514,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Bluegrass Generating Station,55164,GTG2,,2025,677,596.3,77078.39,,0.266,0.001,52890.288,0.0592,33.635,0.0773,887602.606,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Bluegrass Generating Station,55164,GTG2,,2026,321,297.36,45062.51,,0.15,0.001,29834.489,0.0597,21.742,0.0893,497942.389,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Dry Low NOx Burners|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Bluegrass Generating Station,55164,GTG3,,2022,57,48.28,6983.87,,0.024,0.001,4696.894,0.0602,2.204,0.06,78640.252,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
KY,Bluegrass Generating Station,55164,GTG3,,2023,114,91.53,11001.85,,0.039,0.001,7711.997,0.0596,4.397,0.0756,129365.185,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Bluegrass Generating Station,55164,GTG3,,2024,373,318.79,38796.58,,0.134,0.001,26819.743,0.0592,17.94,0.0815,450869.336,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Bluegrass Generating Station,55164,GTG3,,2025,416,344.63,41423.42,,0.145,0.001,28892.896,0.0603,17.161,0.0693,484146.474,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Bluegrass Generating Station,55164,GTG3,,2026,48,36.94,4234.28,,0.015,0.001,3019.556,0.0614,1.496,0.0681,50290.586,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Riverside Generating Company,55198,GTG101,,2022,995,890.13,136400.13,,0.458,0.001,90766.973,0.059,41.781,0.058,1527317.764,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
KY,Riverside Generating Company,55198,GTG101,,2023,687,615.72,90065.37,,0.309,0.001,61255.703,0.059,28.751,0.0598,1030755.762,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Riverside Generating Company,55198,GTG101,,2024,1112,996.92,143506.06,,0.495,0.001,98125.984,0.059,44,0.056,1651151.369,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Riverside Generating Company,55198,GTG101,,2025,1564,1403.65,193253.08,,0.657,0.001,130212.082,0.059,60.371,0.0572,2191075.243,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Riverside Generating Company,55198,GTG101,,2026,516,479.48,67151.9,,0.233,0.001,46239.615,0.0589,18.668,0.0491,778049.162,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Riverside Generating Company,55198,GTG201,,2022,1107,993.53,153723.06,,0.515,0.001,102044.727,0.059,44.052,0.0536,1717107.56,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
KY,Riverside Generating Company,55198,GTG201,,2023,783,704.39,106073,,0.36,0.001,71387.708,0.059,34.057,0.0603,1201231.28,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Riverside Generating Company,55198,GTG201,,2024,909,817.7,118632.74,,0.405,0.001,80276.474,0.059,34.184,0.0519,1350810.942,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Riverside Generating Company,55198,GTG201,,2025,834,751.96,110099.16,,0.366,0.001,72420.703,0.059,31.252,0.0545,1218627.833,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Riverside Generating Company,55198,GTG201,,2026,531,486.81,68026.86,,0.234,0.001,46350.764,0.059,21.458,0.0582,779940.715,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Riverside Generating Company,55198,GTG301,,2022,775,699.56,101925.56,,0.311,0.001,61517.116,0.059,28.887,0.0575,1035143.315,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
KY,Riverside Generating Company,55198,GTG301,,2023,664,595.23,89626.8,,0.306,0.001,60551.976,0.059,28.155,0.0584,1018914.091,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Riverside Generating Company,55198,GTG301,,2024,819,717.48,103232.53,,0.353,0.001,69936.581,0.059,29.981,0.0555,1176825.49,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Riverside Generating Company,55198,GTG301,,2025,1389,1257.7,181513.09,,0.621,0.001,123005.37,0.059,50.012,0.0509,2069801.063,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Riverside Generating Company,55198,GTG301,,2026,516,484.73,69960.42,,0.239,0.001,47398.402,0.059,20.304,0.052,797556.071,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Riverside Generating Company,55198,GTG401,,2022,996,898.2,139307.54,,0.471,0.001,93355.879,0.059,45.275,0.06,1570899.433,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
KY,Riverside Generating Company,55198,GTG401,,2023,719,645.02,96583.41,,0.332,0.001,65842.254,0.059,30.533,0.0578,1107912.578,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Riverside Generating Company,55198,GTG401,,2024,670,608.19,88754.19,,0.306,0.001,60631.744,0.059,29.495,0.0593,1020247.824,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Riverside Generating Company,55198,GTG401,,2025,1014,904.82,130952.59,,0.453,0.001,89736.609,0.059,45.463,0.0624,1509994.194,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Riverside Generating Company,55198,GTG401,,2026,333,296.15,40828.47,,0.144,0.001,28454.252,0.059,14.131,0.0616,478794.479,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
KY,Riverside Generating Company,55198,GTG501,,2022,904,796.66,126942.25,,0.427,0.001,84654.039,0.059,39.992,0.0608,1424462.352,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
KY,Riverside Generating Company,55198,GTG501,,2023,601,525.01,79472.26,,0.27,0.001,53561.29,0.059,25.87,0.0624,901295.178,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction,,,"ARP, CSNOX, CSOSG2E, CSSO2G1"
